auditId,sourceLine,company,country,ownerIndex,investmentFirm,ownershipVehicle,ownerInvestmentYear,topLevelInvestmentYear,exitYear,status,dateBasis,priority,flags,evidenceMilestones,earlierSignals,sourceUrls,proposedYear,evidenceUrl,reviewerNotes
lotus-solar-farm__owner-1__allianz-global-investors,956,Lotus Solar Farm,United States,1,Allianz Global Investors,n.a.,2019,2019,,Active,announced,none,,Sep 2019 | Divestiture | 8minute Solar Energy announced the sale of the equity interests in Lotus Solar Farm to Allianz Global Investors.,,https://www.businesswire.com/news/home/20190910005984/en/8minute-Solar-Energy-and-Allianz-Global-Investors-Announce-First-Major-U.S.-Acquisition | https://avantus.com/news/8minute-solar-energy-s-67-megawatt-lotus-solar-farm-now-fully-operational | https://www.foley.com/news/2019/09/foley-represents-8minute-solar-energy/,,,
red-dirt-wind-project__owner-1__allianz-global-investors,983,Red Dirt Wind Project,United States,1,Allianz Global Investors,n.a.,2017,2017,,Active,announced,none,,"Aug 17, 2017 | Financing | Enel signed a tax-equity agreement with MUFG and Allianz Renewable Energy Partners of America covering 100% of the project's Class B interests.",,https://www.enel.com/media/explore/search-press-releases/press/2017/04/enel-starts-construction-of-300-mw-red-dirt-wind-farm-in-united-states | https://www.enel.com/media/explore/search-press-releases/press/2017/08/enel-signs-tax-equity-agreement-for-300-mw-red-dirt-wind-project-in-the-usa | https://www.enelgreenpower.com/our-projects/operating/red-dirt-wind-project | https://www.enelgreenpower.com/countries/north-america/united-states,,,
stella-wind-farm__owner-1__allianz-global-investors,1014,Stella Wind Farm,United States,1,Allianz Global Investors,Allianz Capital Partners (Tax Equity),2018,2018,,Active,transactional_unspecified,none,,Dec 2018 | Financing | Allianz Capital Partners provided tax equity financing for the project at commercial operation.,,https://www.prnewswire.com/news-releases/eon-achieves-successful-commercial-operation-and-tax-equity-financing-for-stella-wind-farm-300782909.html | https://www.eon.com/en/about-us/media/press-release/2018/eon-starts-construction-of-a-new-wind-farm-in-texas-and-makes-important-progress-in-us-business.html | https://americas.rwe.com/our-energy/onshore-wind/onshore-wind-projects-and-locations/ | https://comptroller.texas.gov/economy/development/prop-tax/ch313/agreement-docs-details.php?id=1176,,,
7-mile-pit-solar__owner-1__amber-infrastructure,1045,7 Mile Pit Solar,United States,1,Amber Infrastructure,n.a.,2021,2021,,Active,announced,none,,"May 27, 2021 | Financing | Amber Infrastructure and Circle Power launched Circle Power Renewables as a U.S. renewable development platform covering 7 Mile Pit Solar and other Michigan projects.",,https://thinkingafield.org/2020/09/michigan-dnr-partners-with-circle-power-to-repurpose-former-mine-sites.html | https://www.circlepower.com/ | https://www.prnewswire.com/news-releases/amber-infrastructure-and-circle-power-launch-circle-power-renewables-301301112.html | https://www.michigan.gov/dnr,,,
alberta-schools-alternative-procurement-i__owner-1__amber-infrastructure,1074,Alberta Schools Alternative Procurement I,Canada,1,Amber Infrastructure,International Public Partnerships,2008,2008,,Active,close,none,,"Sep 2008 | Financing | BBPP / INPP, now advised by Amber Infrastructure, reached financial close on the Alberta Schools Alternative Procurement I project.",,https://www.amberinfrastructure.com/our-sectors/infrastructure/education/ | https://www.internationalpublicpartnerships.com/portfolio/alberta-schools/ | https://www.investegate.co.uk/announcement/rns/international-public-partnerships-ltd---inpp/additional-investment-in-alberta-schools/3501487 | https://www.investegate.co.uk/announcement/rns/international-public-partnerships-ltd---inpp/alberta-schools-acquisition/1790414,,,
biddeford-lincoln-garage-riverwalk__owner-1__amber-infrastructure,1104,Biddeford Lincoln Garage & RiverWalk,United States,1,Amber Infrastructure,n.a.,2020,2020,,Active,close,none,,Aug 2020 | Financing | Amber and Hunt achieved financial close on the Biddeford Lincoln Garage & RiverWalk project.,,https://www.prnewswire.com/news-releases/amber-achieves-financial-close-of-biddeford-lincoln-garage--riverwalk-biddeford-me-301109865.html | https://www.amberinfrastructure.com/news/press-releases/2020/amber-achieves-financial-close-of-biddeford-lincoln-garage-riverwalk-biddeford-me/ | https://highways.dot.gov/public-roads/winter-2021/05 | https://www.biddefordmaine.org/,,,
circle-power-renewables__owner-1__amber-infrastructure,1135,Circle Power Renewables,United States,1,Amber Infrastructure,n.a.,2021,2021,,Active,announced,none,,"May 27, 2021 | Financing | Amber Infrastructure and Circle Power launched Circle Power Renewables.",,https://circlepower.com/ | https://www.prnewswire.com/news-releases/amber-infrastructure-and-circle-power-launch-circle-power-renewables-301301112.html | https://grovelandminesolar.com/ | https://www.scotiawindfarm.com/,,,
city-light-power-inc__owner-1__amber-infrastructure,1166,"City Light & Power, Inc.",United States,1,Amber Infrastructure,n.a.,2020,2020,,Active,close,none,,Mar 2020 | Acquisition | Amber Infrastructure and Hunt Companies acquired a majority stake in City Light & Power.,,https://www.clpinc.com/ | https://www.amberinfrastructure.com/news/press-releases/2020/amber-and-hunt-acquire-a-majority-stake-in-city-light-power/ | https://www.huntcompanies.com/news/amber-and-hunt-acquire-a-majority-stake-in-city-light-power/,,,
city-of-san-marcos-public-services-complex__owner-1__amber-infrastructure,1192,City of San Marcos Public Services Complex,United States,1,Amber Infrastructure,n.a.,2020,2020,,Active,close,none,,Sep 2020 | Financing | Amber and Hunt achieved financial close on the San Marcos Public Services Complex.,,https://www.amberinfrastructure.com/news/press-releases/2020/amber-closes-financing-for-public-services-complex-in-san-marcos-texas/ | https://www.huntcompanies.com/news/amber-and-hunt-close-financing-for-public-services-complex-in-san-marcos-texas/ | https://www.sanmarcostx.gov/3490/Public-Services-Complex,,,
durham-region-courthouse__owner-1__amber-infrastructure,1222,Durham Region Courthouse,Canada,1,Amber Infrastructure,International Public Partnerships,2007,2007,,Active,close,none,,"2007 | Financing | The project received an Award of Merit for project financing from the Canadian Council for Public-Private Partnerships. || Mar 2, 2007 | Financing | BBPP / INPP, now advised by Amber Infrastructure, acquired the Durham Region Courthouse project company at financial close.",,https://www.amberinfrastructure.com/our-sectors/infrastructure/judicial/ | https://www.internationalpublicpartnerships.com/portfolio/durham-region-courthouse/ | https://www.investegate.info/announcement/rns/international-public-partnerships-ltd---inpp/durham-courthouse-canada/807340 | https://www.infrastructureontario.ca/en/what-we-do/projectssearch/durham-region-courthouse/ | https://www.ccppp.ca/events-and-awards/awards/past-winners/,,,
euryalus-solar-portfolio__owner-1__amber-infrastructure,1252,Euryalus Solar Portfolio,United States,1,Amber Infrastructure,US Solar Fund plc (USF),2020,2020,,Active,close,none,,"Jun 2020 | Acquisition | US Solar Fund, now managed by Amber Infrastructure, closed the acquisition of the Euryalus portfolio from Southern Current.",,https://www.ussolarfund.co.uk/portfolio/acquisition-five | https://www.ussolarfund.co.uk/sites/default/files/us_solar_fund_ar24_web_ready_pdf.pdf | https://www.amberinfrastructure.com/news-and-insights/press-releases/amber-appointed-us-solar-fund-plc-investment-manager/ | https://www.ussolarfund.co.uk/sites/default/files/usf_interim_report_2025.pdf,,,
future-energy-park__owner-1__amber-infrastructure,1282,Future Energy Park,Canada,1,Amber Infrastructure,n.a.,2023,2023,,Active,announced,none,,Feb 2023 | Acquisition | Amber agreed to acquire a 50% equity interest in Future Energy Park through its partnership with Green Impact Partners.,,https://www.greenipi.com/project/future-energy-park/ | https://americanbiogascouncil.org/green-impact-partners-announces-545-million-partnering-agreement/ | https://www.canadianbiomassmagazine.ca/green-impact-partners-amber-infrastructure-ink-rng-facility-partnership-deal/,,,
granite-solar-portfolio__owner-1__amber-infrastructure,1310,Granite Solar Portfolio,United States,1,Amber Infrastructure,US Solar Fund plc (USF),2020,2020,,Active,close,none,,"Jan 2020 | Acquisition | US Solar Fund, now managed by Amber Infrastructure, closed the acquisition of the Granite portfolio of eight North Carolina solar projects.",,https://www.ussolarfund.co.uk/portfolio/granite | https://www.ussolarfund.co.uk/sites/default/files/us_solar_fund_ar24_web_ready_pdf.pdf | https://www.amberinfrastructure.com/news-and-insights/press-releases/amber-appointed-us-solar-fund-plc-investment-manager/ | https://www.ussolarfund.co.uk/sites/default/files/usf_interim_report_2025.pdf,,,
greengas-colorado__owner-1__amber-infrastructure,1339,GreenGas Colorado,United States,1,Amber Infrastructure,n.a.,2023,2023,,Active,announced,none,,Feb 2023 | Acquisition | Amber agreed to acquire a 50% interest in GreenGas Colorado as part of the Green Impact partnership. || Dec 2023 | Financing | Public investor materials indicated the project had begun producing gas.,,https://americanbiogascouncil.org/green-impact-partners-announces-545-million-partnering-agreement/ | https://www.greenipi.com/newsroom/green-impact-partners-announces-545-million-partnering-agreement/ | https://www.greenipi.com/investors/,,,
groveland-mine-solar__owner-1__amber-infrastructure,1367,Groveland Mine Solar,United States,1,Amber Infrastructure,n.a.,2021,2021,,Active,announced,none,,"May 27, 2021 | Financing | Amber and Circle Power launched Circle Power Renewables as the platform developing Groveland Mine Solar.",,https://grovelandminesolar.com/ | https://www.prnewswire.com/news-releases/amber-infrastructure-and-circle-power-launch-circle-power-renewables-301301112.html | https://www.uppermichiganssource.com/2024/08/23/uppco-circle-power-renewables-announce-approval-power-purchase-agreement-groveland-solar-mine/,,,
heelstone-solar-portfolio__owner-1__amber-infrastructure,1397,Heelstone Solar Portfolio,United States,1,Amber Infrastructure,US Solar Fund plc (USF),2020,2020,,Active,close,none,,"Mar 2020 | Acquisition | US Solar Fund, now managed by Amber Infrastructure, closed the acquisition of the Heelstone portfolio.",,https://www.ussolarfund.co.uk/portfolio/acquisition-four | https://www.ussolarfund.co.uk/sites/default/files/usf_interim_report_2025.pdf | https://www.ussolarfund.co.uk/sites/default/files/us_solar_fund_ar24_web_ready_pdf.pdf | https://www.amberinfrastructure.com/news-and-insights/press-releases/amber-appointed-us-solar-fund-plc-investment-manager/ | https://www.ussolarfund.co.uk/,,,
iowa-rng__owner-1__amber-infrastructure,1429,Iowa RNG,United States,1,Amber Infrastructure,n.a.,2023,2023,,Active,announced,none,,Feb 2023 | Acquisition | Amber agreed to acquire a 50% equity interest in Iowa RNG through its partnership with Green Impact Partners.,,https://www.greenipi.com/newsroom/green-impact-partners-announces-545-million-partnering-agreement/ | https://americanbiogascouncil.org/green-impact-partners-announces-545-million-partnering-agreement/ | https://www.greenipi.com/investors/,,,
maine-international-cold-storage-facility__owner-1__amber-infrastructure,1457,Maine International Cold Storage Facility,United States,1,Amber Infrastructure,n.a.,2022,2022,,Active,transactional_unspecified,none,,"Aug 22, 2022 | Financing | Amber Infrastructure and Treadwell Franklin Infrastructure moved the Maine International Cold Storage Facility into execution after a 50-year ground lease cleared the path to break ground.",,https://coldstoragemaine.com/ | https://www.huntcompanies.com/news/groundbreaking-announcement-for-state-of-the-art-cold-storage-facility-on-portland-waterfront | https://www.portofportlandmaine.com/ | https://www.mainebiz.biz/article/taylor-logistics-chosen-to-operate-portlands-new-cold-storage-facility,,,
milford-solar-project__owner-1__amber-infrastructure,1488,Milford Solar Project,United States,1,Amber Infrastructure,US Solar Fund plc (USF),2019,2019,,Active,close,none,,"Sep 2, 2019 | Acquisition | US Solar Fund, now managed by Amber Infrastructure, closed the acquisition and financing of Milford Solar.",,https://www.ussolarfund.co.uk/portfolio/milford-solar-plant | https://www.ussolarfund.co.uk/sites/default/files/us_solar_fund_ar24_web_ready_pdf.pdf | https://www.amberinfrastructure.com/news-and-insights/press-releases/amber-appointed-us-solar-fund-plc-investment-manager/ | https://www.ussolarfund.co.uk/sites/default/files/usf_interim_report_2025.pdf,,,
olympos-solar-portfolio__owner-1__amber-infrastructure,1518,Olympos Solar Portfolio,United States,1,Amber Infrastructure,US Solar Fund plc (USF),2019,2019,,Active,close,none,,"Dec 23, 2019 | Acquisition | US Solar Fund, now managed by Amber Infrastructure, announced the acquisition and financing of the Olympos portfolio, with construction beginning immediately after financial close.",,https://www.ussolarfund.co.uk/portfolio/olympos | https://www.ussolarfund.co.uk/sites/default/files/us_solar_fund_2024_interim_results_presentation.pdf | https://www.amberinfrastructure.com/news-and-insights/press-releases/amber-appointed-us-solar-fund-plc-investment-manager/ | https://www.ussolarfund.co.uk/sites/default/files/us_solar_fund_ar24_web_ready_pdf.pdf,,,
scotia-wind__owner-1__amber-infrastructure,1548,Scotia Wind,United States,1,Amber Infrastructure,n.a.,2021,2021,,Active,announced,none,,"2021 | Acquisition | Scotia Wind secured a long-term power purchase arrangement with UPPCO according to reviewed public materials. || May 27, 2021 | Financing | Amber and Circle Power launched Circle Power Renewables and identified Scotia Wind as an early project.",,https://www.scotiawindfarm.com/ | https://www.prnewswire.com/news-releases/amber-infrastructure-and-circle-power-launch-circle-power-renewables-301301112.html | https://circlepower.com/,,,
travis-county-civil-and-family-courts-facility__owner-1__amber-infrastructure,1576,Travis County Civil and Family Courts Facility,United States,1,Amber Infrastructure,n.a.,2019,2019,,Active,close,none,,Apr 2019 | Financing | The Hunt and Amber-led consortium reached financial close on the Travis County Civil and Family Courts Facility P3 and construction began.,,https://www.huntcompanies.com/news/hunt-led-team-secures-project-for-the-new-courts-facility-in-travis-county-texas | https://www.infrapppworld.com/update/fc-for-courthouse-p3-project-in-travis-county | https://www.nortonrosefulbright.com/en/news/ce351501/norton-rose-fulbright-closes-public-private-partnership-deal-for-new-travis-county-courthouse | https://www.henselphelps.com/project/travis-county-civil-and-family-courts-facility/ | https://www.traviscountytx.gov/courts/civil-family-courts-facility,,,
noventa-energy-partners__owner-1__ancala-partners,1608,Noventa Energy Partners,Canada,1,Ancala Partners,Ancala Infrastructure Fund III,2023,2023,,Active,close,none,,"Apr 2023 | Financing | The Canada Infrastructure Bank committed C$100 million to support Noventa projects. || Apr 3, 2023 | Acquisition | Ancala acquired a majority interest in Noventa on behalf of Ancala Infrastructure Fund III.",,https://www.noventaenergy.com/ | https://ancala.com/ancala-partners-acquires-decarbonised-heating-and-cooling-provider-noventa/ | https://ancala.com/canada-infrastructure-bank-invests-100-million-with-ancala-backed-noventa-to-decarbonise-buildings/,,,
