recordId,ownershipPeriodId,companyName,country,investmentFirm,currentVehicleName,databaseVehicleName,investmentYear,stake,attribution,confidence,attributedFundName,disclosedOrEstimatedFundName,currentLinkedFundName,linkedCanonicalFundName,targetLinkedFundName,rationale,evidenceUrls,sourceAuditStatus,applyEligible,proposedAction,fundDatabaseAction
OFA-8B25FF896E0F,cmrxpk0ht01ujivhekrs9xwtt,Abbotsford Regional Hospital and Cancer Centre,Canada,Equitix,Jura Acquisition,Jura Acquisition,2018,,DISCLOSED,HIGH,Jura Acquisition,Jura Acquisition,,,,Matched supplemental ownership detail: Firm: Equitix | Fund: Jura Acquisition | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://www.marketscreener.com/quote/stock/JOHN-LAING-INFRASTRUCTURE-6919133/news/John-Laing-Infrastructure-Fund-Ld-Scheme-of-Arrangement-becomes-Effective-27339064/; https://www.fraserhealth.ca/Service-Directory/Locations/Abbotsford/abbotsford-regional-hospital-and-cancer-centre; https://www.fvhcf.ca/welcome-to-arh/; https://www.lexpert.ca/big-deals/ahcc-and-aha-complete-p3/345623; https://marciajedd.com/assets/pdfs/JeddM_EngineeringDesignHVAC_CHF2011abbotsford.pdf,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-1817906C55AB,cmrxpjvu501n7ivhe6mbsnmu6,Acadia Renewable Energy,United States,Carlyle Group,Carlyle Renewable & Sustainable Energy Fund,Carlyle Renewable & Sustainable Energy Fund,2020,,DISCLOSED,HIGH,Carlyle Renewable & Sustainable Energy Fund,Carlyle Renewable & Sustainable Energy Fund,Carlyle Renewable & Sustainable Energy Fund,Carlyle Renewable & Sustainable Energy Fund,Carlyle Renewable & Sustainable Energy Fund,Matched supplemental ownership detail: Firm: Carlyle Infrastructure | Fund: Carlyle Renewable & Sustainable Energy Fund | Ownership Interest: Not publicly disclosed. Verified fund matches an existing fund-list entry.,https://www.carlyle.com/media-room/news-release-archive/carlyle-group-partner-bnrg-largest-solar-portfolio-under; https://acadiaenergyllc.com/; https://www.alternusce.com/alternus-clean-energy-and-acadia-energy-announce-jv-to-develop-200-mw-of-microgrid-projects-in-new-york-state-2/,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-D6EC2FD4D506,cmrxpjudx01kwivhebztuyz4q,Accel International,United States,Blackstone,Blackstone Energy Transition Partners,Blackstone Energy Transition Partners,2025,,DISCLOSED,HIGH,Blackstone Energy Transition Partners,Blackstone Energy Transition Partners,,,,Matched supplemental ownership detail: Firm: Blackstone | Fund: Blackstone Energy Transition Partners | Ownership Interest: Not publicly disclosed. Seed milestones or source evidence explicitly name the current fund vehicle.,https://accelinternational.com/products/; https://accelinternational.com/; https://accelinternational.com/about-us/; https://www.blackstone.com/our-businesses/blackstone-energy-transition-partners/,Verified fund,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-92224035A6DF,cmrxpjw0o01njivheuyjl6ls5,Accelerate Infrastructure Opportunities,United States,CBRE Investment Management,CBRE Private Infrastructure Funds,CBRE Private Infrastructure Funds,2022,,DISCLOSED,HIGH,CBRE Private Infrastructure Funds,CBRE Private Infrastructure Funds,,,,Matched supplemental ownership detail: Firm: CBRE Investment Management | Fund: CBRE Private Infrastructure Funds | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://www.cbreim.com/press-releases/accelerate-infrastructure-opportunities-raises-630-million-from-cbre-im; https://www.cbreim.com/press-releases/accelerate-and-cbreim-launch-partnership-to-acquire-infrastructure-ground-leases; https://we-are-accelerate.com/,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-CA678394425B,cmrxpjrvu01gsivhe8k18ggrf,Ada Infrastructure,United States,Ares Management,n.a.,n.a.,2025,,INFERRED,LOW,"Ares Climate Infrastructure Partners, L.P.","Ares Climate Infrastructure Partners, L.P.","Ares Climate Infrastructure Partners, L.P.","Ares Climate Infrastructure Partners, L.P.","Ares Climate Infrastructure Partners, L.P.","Estimated by preserving the existing curated link to Ares Climate Infrastructure Partners, L.P.; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vintage 2018 precedes investment by 7 years, North America-relevant mandate.",https://www.aresmgmt.com/news-views/ares-management-corporation-completes-acquisition-gcp-international; https://adainfrastructure.com/; https://adainfrastructure.com/en-US/about; https://adainfrastructure.com/en-US/locations/north-america; https://adainfrastructure.com/en-US/insights/news/ares-management-closes-inaugural-us-2.4-billion-data-center-development-fund-in-japan,n.a.,false,SET_INFERRED,NONE
OFA-CCC7B0DE79A2,cmrxpjw4701nqivhexuq5yol3,Adelaide Wind,Canada,"Connor, Clark & Lunn",n.a.,n.a.,2025,,INFERRED,LOW,CCL Private Client Infrastructure Portfolio,CCL Private Client Infrastructure Portfolio,CCL Private Client Infrastructure Portfolio,CCL Private Client Infrastructure Portfolio,CCL Private Client Infrastructure Portfolio,"Estimated by preserving the existing curated link to CCL Private Client Infrastructure Portfolio; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, evergreen/permanent-capital vehicle, North America-relevant mandate.",https://cclinfrastructure.cclgroup.com/insight/news-ccl-infrastructure-expands-renewable-energy-portfolio-to-nearly-2-4-gw-with-investment-in-three-ontario-wind-assets/; https://www.prnewswire.com/news-releases/connor-clark--lunn-infrastructure-expands-renewable-energy-portfolio-to-nearly-2-4-gw-with-investment-in-three-ontario-wind-assets-302568577.html; https://www.torys.com/work/2025/09/5dcd8f8a-edac-4c8d-8758-de74938c0751,n.a.,false,SET_INFERRED,NONE
OFA-2E0FF1EB99F6,cmrxpjuec01kxivhewxqrxgd0,Advanced Cooling Technologies (ACT),United States,Blackstone,n.a.,n.a.,2026,,INFERRED,LOW,Blackstone Energy Transition Partners IV (BETP IV),Blackstone Energy Transition Partners IV (BETP IV),Blackstone Energy Transition Partners IV (BETP IV),Blackstone Energy Transition Partners IV (BETP IV),Blackstone Energy Transition Partners IV (BETP IV),"Estimated by preserving the existing curated link to Blackstone Energy Transition Partners IV (BETP IV); public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vintage 2025 is 1 years before investment, North America-relevant mandate.",https://www.blackstone.com/news/press/blackstone-energy-transition-partners-announces-agreement-to-acquire-majority-stake-in-advanced-cooling-technologies/; https://www.1-act.com/; https://www.1-act.com/about/,n.a.,false,SET_INFERRED,NONE
OFA-51F9B4185C68,cmrxpjr8201fsivhedp2wxihz,Advanced Power,United States,ArcLight Capital Partners,ArcLight Infrastructure Partners Fund VIII,ArcLight Infrastructure Partners Fund VIII,2026,"100% of Advanced Power US Holdings, Inc. (controlling U.S. entity); exact platform-level percentage not publicly disclosed",DISCLOSED,HIGH,ArcLight Infrastructure Partners Fund VIII,ArcLight Infrastructure Partners Fund VIII,ArcLight Infrastructure Partners Fund VIII,ArcLight Infrastructure Partners Fund VIII,ArcLight Infrastructure Partners Fund VIII,Matched supplemental ownership detail: Firm: ArcLight Capital Partners | Fund: ArcLight Capital Partners | Ownership Interest: Not publicly disclosed. Seed milestones or source evidence explicitly name the current fund vehicle.,https://www.prnewswire.com/news-releases/arclight-acquires-advanced-power-a-leading-power-infrastructure-developer-302512542.html; https://www.prnewswire.com/news-releases/arclight-announces-final-fund-viii-close-of-3-9-billion-302734967.html; https://arclight.com/wp-content/uploads/2025/10/2025-ArcLight-ESG-Report.pdf; https://www.advanced-power.com/; https://www.advanced-power.com/assets/2025.07.08-FINAL-MCE-RFP-Press-Release_Bechtel-AP.pdf,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-DF318561A702,cmrxpjzoz01taivherx37vwof,Advanced Recycling Technologies,United States,Ember Infrastructure Management,n.a.,n.a.,2024,,INFERRED,LOW,Ember Infrastructure Fund I,Ember Infrastructure Fund I,Ember Infrastructure Fund I,Ember Infrastructure Fund I,Ember Infrastructure Fund I,"Estimated by preserving the existing curated link to Ember Infrastructure Fund I; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vintage 2022 is 2 years before investment, North America-relevant mandate.",https://www.prnewswire.com/news-releases/advanced-recycling-technologies-announces-growth-investment-from-ember-infrastructure-302315469.html; https://www.advancedrecyclingtechnologies.com/; https://www.advancedrecyclingtechnologies.com/waste-to-energy,n.a.,false,SET_INFERRED,NONE
OFA-9C0710E3CDC9,cmrxpjtjt01jjivhekanuj1dw,Ag Partners Capital,United States,BCI,n.a.,n.a.,2021,,INFERRED,LOW,Infrastructure & Renewable Resources,Infrastructure & Renewable Resources,Infrastructure & Renewable Resources,Infrastructure & Renewable Resources,Infrastructure & Renewable Resources,"Estimated by preserving the existing curated link to Infrastructure & Renewable Resources; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, evergreen/permanent-capital vehicle, North America-relevant mandate.",https://www.bci.ca/owen-martin-a-global-partnership-approach-in-renewable-resources/; https://www.bci.ca/wp-content/uploads/2020/10/BCI-Investment-Inventory-2021-Infrastructure-Renewable-Resources.pdf; https://realassets.ipe.com/special-reports/bci-a-global-partnership-approach-in-renewable-resources/10128357.article,n.a.,false,SET_INFERRED,NONE
OFA-C80F352E059F,cmrxpjxc201poivhewm4gmixz,Aira Solar,Canada,Copenhagen Infrastructure Partners,Copenhagen Infrastructure IV (CI IV),Copenhagen Infrastructure IV (CI IV),2023,,DISCLOSED,HIGH,Copenhagen Infrastructure IV (CI IV),Copenhagen Infrastructure IV (CI IV),Copenhagen Infrastructure IV (CI IV),Copenhagen Infrastructure IV (CI IV),Copenhagen Infrastructure IV (CI IV),Matched supplemental ownership detail: Firm: Copenhagen Infrastructure Partners | Fund: CI IV | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://www.globenewswire.com/news-release/2023/11/21/2783918/0/en/Copenhagen-Infrastructure-Partners-launches-Horizon-New-Energy-dedicated-to-renewable-energy-in-Canada.html; https://www.horizonnewenergy.ca/projects; https://www.aeso.ca/grid/transmission-projects/aira-solar-project-connection-2461/; https://majorprojects.alberta.ca/details/Aira-Solar-Project/11104,Verified fund - missing from funds list,true,SET_DISCLOSED_LINKED,NONE
OFA-4A3DC0CE548D,cmrxpjy9d01r0ivhemy0drsb7,Airtower Networks,United States,CVC DIF,DIF CIF III,DIF CIF III,2022,,DISCLOSED,HIGH,DIF CIF III,DIF CIF III,DIF CIF III,DIF CIF III,DIF CIF III,Matched supplemental ownership detail: Firm: CVC DIF | Fund: DIF CIF III | Ownership Interest: Not publicly disclosed. Seed milestones or source evidence explicitly name the current fund vehicle.,https://www.prweb.com/releases/Airtower_Networks_Secures_Funding_from_DIF_Capital_Partners/prweb18659348.htm; https://www.airtower.com/; https://www.bankstreet.com/app/uploads/2025/10/2022-05-04_dif_capital_airtower_networks_press_release.pdf; https://www.airtower.com/solutions,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-E82D7A016E40,cmrxpjzwh01tjivhe9dy3o86i,Aither Systems,United States,EnCap Investments,EnCap Energy Transition,EnCap Energy Transition,2024,,DISCLOSED,HIGH,EnCap Energy Transition,EnCap Energy Transition,,,,Matched supplemental ownership detail: Firm: EnCap Investments | Fund: EnCap Energy Transition | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://www.encapinvestments.com/about/energy-transition/portfolio/current/aither-systems; https://www.aithersystems.com/; https://www.aithersystems.com/services/,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-695900BD1338,cmrxpk9zd0297ivhekdpx454w,Akumin,United States,Stonepeak,n.a.,n.a.,2024,,INFERRED,LOW,Stonepeak Fund V,Stonepeak Fund V,Stonepeak Fund V,Stonepeak Fund V,Stonepeak Fund V,"Estimated by preserving the existing curated link to Stonepeak Fund V; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vintage 2023 is 1 years before investment, North America-relevant mandate.",https://akumin.com/newsroom/press-releases/akumin-inc-completes-deleveraging-transaction-becomes-a-private-company-wholly-owned-by-stonepeak/; https://www.sec.gov/Archives/edgar/data/1823527/000119312523127544/d448120d20f.htm; https://akumin.com/; https://akumin.com/about-us/,n.a.,false,SET_INFERRED,NONE
OFA-AE7DB3A30C1A,cmrxpk78m024xivhec8anbotx,Alabama Fiber Networks,United States,Meridiam,n.a.,n.a.,2023,,INFERRED,LOW,Meridiam Infrastructure North America III,Meridiam Infrastructure North America III,,Meridiam Infrastructure North America III,,"Estimated from manager match 1.00, vintage 2017 precedes investment by 6 years, North America-relevant mandate, historical vehicle retained for attribution only; next candidate trails by 7.0 points. Public disclosure does not identify a distinct fund.",https://docs.fcc.gov/public/attachments/DA-23-926A1_Rcd.pdf; https://docs.fcc.gov/public/attachments/DA-23-473A1.pdf; https://www.meridiam.com/assets/alabama-fiber-alabama-us/; https://www.meridiam.com/news/meridiam-breaks-ground-in-selma-alabama-on-transformative-fiber-infrastructure-project/; https://www.meridiam.com/news/meridiam-launches-mstreet-fiber-brand/; https://www.meridiam.com/wp-content/uploads/2021/09/impact_report_2018_final.pdf,n.a.,false,SET_INFERRED,NONE
OFA-60FDB7315047,cmrxpk794024yivhefz18kf84,Alberta Fiber Networks (A-NET),Canada,Meridiam,n.a.,n.a.,2022,,INFERRED,LOW,Meridiam Infrastructure North America III,Meridiam Infrastructure North America III,,Meridiam Infrastructure North America III,,"Estimated from manager match 1.00, vintage 2017 precedes investment by 5 years, North America-relevant mandate, historical vehicle retained for attribution only; next candidate trails by 11.0 points. Public disclosure does not identify a distinct fund.",https://www.meridiam.com/news/meridiam-successfully-reaches-financial-close-on-alberta-broadband-networks/; https://www.meridiam.com/assets/a-net-alberta-canada/; https://www.strathcona.ca/your-property-utilities/services-and-infrastructure/internet/fibre-optics-construction/; https://www.beaumont.ab.ca/news/beaumont-brings-high-speed-fibre-internet-to-local-residents-and-businesses/; https://www.meridiam.com/wp-content/uploads/2021/09/impact_report_2018_final.pdf,n.a.,false,SET_INFERRED,NONE
OFA-CC757C131289,cmrxpjw4t01nrivheoscb059d,Alberta Midland Rail Terminal,Canada,"Connor, Clark & Lunn",n.a.,n.a.,2022,,INFERRED,LOW,CCL Private Client Infrastructure Portfolio,CCL Private Client Infrastructure Portfolio,CCL Private Client Infrastructure Portfolio,CCL Private Client Infrastructure Portfolio,CCL Private Client Infrastructure Portfolio,"Estimated by preserving the existing curated link to CCL Private Client Infrastructure Portfolio; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, evergreen/permanent-capital vehicle, North America-relevant mandate.",https://cclinfrastructure.cclgroup.com/cases/alberta-midland-rail-terminal/; https://cclinfrastructure.cclgroup.com/insight/connor-clark-lunn-infrastructure-and-alpenglow-rail-announce-closing-of-280-million-private-placement-financing; https://cclinfrastructure.cclgroup.com/our-investments/portfolio-overview/,n.a.,false,SET_INFERRED,NONE
OFA-C43C67E3544C,cmrxpk0tc01uzivhe2bxzpu5n,Alberta P3 Schools Bundle 5,Canada,Fengate Asset Management,Fengate Infrastructure Yield Fund,Fengate Infrastructure Yield Fund,2025,,DISCLOSED,HIGH,Fengate Infrastructure Yield Fund,Fengate Infrastructure Yield Fund,Fengate Infrastructure Yield Fund,Fengate Infrastructure Yield Fund,Fengate Infrastructure Yield Fund,Matched supplemental ownership detail: Firm: Fengate Asset Management | Fund: Fengate Infrastructure Yield Fund | Ownership Interest: Not publicly disclosed. Verified fund matches an existing fund-list entry.,https://www.globenewswire.com/news-release/2025/04/01/3053402/0/en/EllisDon-Achieves-Financial-Close-on-Alberta-s-P3-Schools-Bundle-5-Project.html; https://fengate.com/investments/alberta-p3-schools-bundle-5; https://fengate.com/news/fengate-consortium-selected-to-deliver-six-new-schools-in-alberta-canada,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-302C5CA8FFD7,cmrxpjpt601dfivhe84psj4fa,Alberta Schools Alternative Procurement I,Canada,Amber Infrastructure Group,International Public Partnerships (INPP),International Public Partnerships (INPP),2008,,DISCLOSED,HIGH,International Public Partnerships (INPP),International Public Partnerships (INPP),International Public Partnerships (INPP),International Public Partnerships (INPP),International Public Partnerships (INPP),Matched supplemental ownership detail: Firm: Amber Infrastructure Group | Fund: International Public Partnerships | Ownership Interest: Not publicly disclosed. Verified fund matches an existing fund-list entry.,https://www.investegate.co.uk/announcement/rns/international-public-partnerships-ltd---inpp/additional-investment-in-alberta-schools/3501487; https://www.investegate.co.uk/announcement/rns/international-public-partnerships-ltd---inpp/alberta-schools-acquisition/1790414; https://www.internationalpublicpartnerships.com/portfolio/alberta-schools/; https://www.amberinfrastructure.com/our-sectors/infrastructure/education/; https://www.investegate.co.uk/announcement/rns/international-public-partnerships-limited---inpp/additional-investment-in-alberta-schools/3565934,Verified fund,true,SET_DISCLOSED_LINKED,NONE
