company_name,country,current_owner_investment_firm,current_ownership_vehicle,investment_year,verified_fund_vehicle_result,result_status,evidence_urls,evidence_type,confidence,proposed_seed_data_action,notes
Red Dirt Wind Project,United States,Allianz Global Investors,n.a.,2017,n.a.,n.a.,https://www.enel.com/media/explore/search-press-releases/press/2017/08/enel-signs-tax-equity-agreement-for-300-mw-red-dirt-wind-project-in-the-usa; https://www.enelgreenpower.com/our-projects/operating/red-dirt-wind-project; https://www.enel.com/media/explore/search-press-releases/press/2017/04/enel-starts-construction-of-300-mw-red-dirt-wind-farm-in-united-states; https://www.enelgreenpower.com/countries/north-america/united-states,press release; supporting source; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Allianz Renewable Energy Partners of America LLC | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Stella Wind Farm,United States,Allianz Global Investors,Allianz Capital Partners (Tax Equity),2018,Allianz Capital Partners tax equity vehicle,Disclosed but generic,https://www.prnewswire.com/news-releases/eon-achieves-successful-commercial-operation-and-tax-equity-financing-for-stella-wind-farm-300782909.html; https://www.eon.com/en/about-us/media/press-release/2018/eon-starts-construction-of-a-new-wind-farm-in-texas-and-makes-important-progress-in-us-business.html; https://americas.rwe.com/our-energy/onshore-wind/onshore-wind-projects-and-locations/; https://comptroller.texas.gov/economy/development/prop-tax/ch313/agreement-docs-details.php?id=1176,press release; company/manager page; supporting source; supplemental source,Medium,Keep generic disclosure only if preferred; otherwise review whether n.a. is cleaner.,"Matched supplemental ownership detail: Firm: Allianz Global Investors | Fund: Allianz Capital Partners tax equity vehicle | Ownership Interest: Not publicly disclosed. Disclosure identifies a generic vehicle, account, client pool, or transaction structure rather than an exact fund."
7 Mile Pit Solar,United States,Amber Infrastructure,n.a.,2021,n.a.,n.a.,https://www.prnewswire.com/news-releases/amber-infrastructure-and-circle-power-launch-circle-power-renewables-301301112.html; https://www.circlepower.com/; https://thinkingafield.org/2020/09/michigan-dnr-partners-with-circle-power-to-repurpose-former-mine-sites.html; https://www.michigan.gov/dnr,press release; company/manager page; supporting source; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Amber Infrastructure Group | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Alberta Schools Alternative Procurement I,Canada,Amber Infrastructure,International Public Partnerships,2008,International Public Partnerships,Verified fund,https://www.investegate.co.uk/announcement/rns/international-public-partnerships-ltd---inpp/additional-investment-in-alberta-schools/3501487; https://www.investegate.co.uk/announcement/rns/international-public-partnerships-ltd---inpp/alberta-schools-acquisition/1790414; https://www.internationalpublicpartnerships.com/portfolio/alberta-schools/; https://www.amberinfrastructure.com/our-sectors/infrastructure/education/; https://www.investegate.co.uk/announcement/rns/international-public-partnerships-limited---inpp/additional-investment-in-alberta-schools/3565934,press release; supporting source; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Amber Infrastructure Group | Fund: International Public Partnerships | Ownership Interest: Not publicly disclosed. Seed milestones or source evidence explicitly name the current fund vehicle.
Biddeford Lincoln Garage & RiverWalk,United States,Amber Infrastructure,n.a.,2020,n.a.,n.a.,https://www.prnewswire.com/news-releases/amber-achieves-financial-close-of-biddeford-lincoln-garage--riverwalk-biddeford-me-301109865.html; https://www.biddefordmaine.org/; https://www.amberinfrastructure.com/news/press-releases/2020/amber-achieves-financial-close-of-biddeford-lincoln-garage-riverwalk-biddeford-me/; https://highways.dot.gov/public-roads/winter-2021/05,press release; company/manager page; supporting source; manager page; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Amber Infrastructure Group | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Circle Power Renewables,United States,Amber Infrastructure,n.a.,2021,n.a.,n.a.,https://www.prnewswire.com/news-releases/amber-infrastructure-and-circle-power-launch-circle-power-renewables-301301112.html; https://circlepower.com/; https://grovelandminesolar.com/; https://www.scotiawindfarm.com/,press release; company/manager page; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Amber Infrastructure Group | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
"City Light & Power, Inc.",United States,Amber Infrastructure,n.a.,2020,n.a.,n.a.,https://www.amberinfrastructure.com/news/press-releases/2020/amber-and-hunt-acquire-a-majority-stake-in-city-light-power/; https://www.clpinc.com/; https://www.huntcompanies.com/news/amber-and-hunt-acquire-a-majority-stake-in-city-light-power/,manager/company ownership source; company/manager page; supporting source; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Amber Infrastructure Group | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
City of San Marcos Public Services Complex,United States,Amber Infrastructure,n.a.,2020,n.a.,n.a.,https://www.amberinfrastructure.com/news/press-releases/2020/amber-closes-financing-for-public-services-complex-in-san-marcos-texas/; https://www.huntcompanies.com/news/amber-and-hunt-close-financing-for-public-services-complex-in-san-marcos-texas/; https://www.sanmarcostx.gov/3490/Public-Services-Complex,financing/filing source; supporting source; manager page; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Amber Infrastructure Group | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Durham Region Courthouse,Canada,Amber Infrastructure,International Public Partnerships,2007,International Public Partnerships,Verified fund,https://www.investegate.info/announcement/rns/international-public-partnerships-ltd---inpp/durham-courthouse-canada/807340; https://www.infrastructureontario.ca/en/what-we-do/projectssearch/durham-region-courthouse/; https://www.internationalpublicpartnerships.com/portfolio/durham-region-courthouse/; https://www.amberinfrastructure.com/our-sectors/infrastructure/judicial/; https://www.ccppp.ca/events-and-awards/awards/past-winners/,press release; manager/company ownership source; supporting source; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Amber Infrastructure Group | Fund: International Public Partnerships | Ownership Interest: Not publicly disclosed. Seed milestones or source evidence explicitly name the current fund vehicle.
Euryalus Solar Portfolio,United States,Amber Infrastructure,US Solar Fund plc (USF),2020,US Solar Fund plc (USF),Verified fund - missing from funds list,https://www.ussolarfund.co.uk/portfolio/acquisition-five; https://www.amberinfrastructure.com/news-and-insights/press-releases/amber-appointed-us-solar-fund-plc-investment-manager/; https://www.ussolarfund.co.uk/sites/default/files/usf_interim_report_2025.pdf,manager/company ownership source; supporting source,Medium,"Review adding or aliasing ""US Solar Fund plc (USF)"" in fund data before updating ownershipVehicle.",Vehicle appears to be a named fund or listed vehicle but does not match funds.ts.
Future Energy Park,Canada,Amber Infrastructure,n.a.,2023,n.a.,n.a.,https://americanbiogascouncil.org/green-impact-partners-announces-545-million-partnering-agreement/; https://www.canadianbiomassmagazine.ca/green-impact-partners-amber-infrastructure-ink-rng-facility-partnership-deal/; https://www.greenipi.com/project/future-energy-park/,press release; supporting source; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Amber Infrastructure Group | Fund: Not publicly disclosed. | Ownership Interest: 50% Supplemental detail states the fund was not publicly disclosed.
Granite Solar Portfolio,United States,Amber Infrastructure,US Solar Fund plc (USF),2020,US Solar Fund plc (USF),Verified fund - missing from funds list,https://www.ussolarfund.co.uk/portfolio/granite; https://www.amberinfrastructure.com/news-and-insights/press-releases/amber-appointed-us-solar-fund-plc-investment-manager/; https://www.ussolarfund.co.uk/sites/default/files/usf_interim_report_2025.pdf,manager/company ownership source; supporting source,Medium,"Review adding or aliasing ""US Solar Fund plc (USF)"" in fund data before updating ownershipVehicle.",Vehicle appears to be a named fund or listed vehicle but does not match funds.ts.
GreenGas Colorado,United States,Amber Infrastructure,n.a.,2023,n.a.,n.a.,https://americanbiogascouncil.org/green-impact-partners-announces-545-million-partnering-agreement/; https://www.greenipi.com/newsroom/green-impact-partners-announces-545-million-partnering-agreement/; https://www.greenipi.com/investors/,press release; supporting source; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Amber Infrastructure Group | Fund: Not publicly disclosed. | Ownership Interest: 50% Supplemental detail states the fund was not publicly disclosed.
Groveland Mine Solar,United States,Amber Infrastructure,n.a.,2021,n.a.,n.a.,https://www.prnewswire.com/news-releases/amber-infrastructure-and-circle-power-launch-circle-power-renewables-301301112.html; https://grovelandminesolar.com/; https://www.uppermichiganssource.com/2024/08/23/uppco-circle-power-renewables-announce-approval-power-purchase-agreement-groveland-solar-mine/,press release; company/manager page; supporting source; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Amber Infrastructure Group | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Heelstone Solar Portfolio,United States,Amber Infrastructure,US Solar Fund plc (USF),2020,US Solar Fund plc (USF),Verified fund - missing from funds list,https://www.ussolarfund.co.uk/portfolio/acquisition-four; https://www.ussolarfund.co.uk/; https://www.amberinfrastructure.com/news-and-insights/press-releases/amber-appointed-us-solar-fund-plc-investment-manager/,manager/company ownership source; company/manager page; supporting source,Medium,"Review adding or aliasing ""US Solar Fund plc (USF)"" in fund data before updating ownershipVehicle.",Vehicle appears to be a named fund or listed vehicle but does not match funds.ts.
Iowa RNG,United States,Amber Infrastructure,n.a.,2023,n.a.,n.a.,https://www.greenipi.com/newsroom/green-impact-partners-announces-545-million-partnering-agreement/; https://americanbiogascouncil.org/green-impact-partners-announces-545-million-partnering-agreement/; https://www.greenipi.com/investors/,press release; supporting source; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Amber Infrastructure Group | Fund: Not publicly disclosed. | Ownership Interest: 50% Supplemental detail states the fund was not publicly disclosed.
Maine International Cold Storage Facility,United States,Amber Infrastructure,n.a.,2022,n.a.,n.a.,https://www.huntcompanies.com/news/groundbreaking-announcement-for-state-of-the-art-cold-storage-facility-on-portland-waterfront; https://coldstoragemaine.com/; https://www.portofportlandmaine.com/; https://www.amberinfrastructure.com/news/press-releases/2021/amber-breaks-ground-on-us-cold-storage-facility/; https://www.mainebiz.biz/article/taylor-logistics-chosen-to-operate-portlands-new-cold-storage-facility,press release; company/manager page; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Amber Infrastructure Group | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Milford Solar Project,United States,Amber Infrastructure,US Solar Fund plc (USF),2019,US Solar Fund plc (USF),Verified fund - missing from funds list,https://www.ussolarfund.co.uk/portfolio/milford-solar-plant; https://www.amberinfrastructure.com/news-and-insights/press-releases/amber-appointed-us-solar-fund-plc-investment-manager/; https://www.ussolarfund.co.uk/sites/default/files/usf_interim_report_2025.pdf,manager/company ownership source; supporting source,Medium,"Review adding or aliasing ""US Solar Fund plc (USF)"" in fund data before updating ownershipVehicle.",Vehicle appears to be a named fund or listed vehicle but does not match funds.ts.
