priority,match_status,company_name,country,company_status,owner_source,owner_index,investment_firm,owner_status,ownership_vehicle,investment_year,exact_fund_name,suggested_fund_name,candidate_score,suggested_action,rationale,evidence_urls
review,named_vehicle_missing_from_funds,Fort Detrick Energy Production Facility,United States,Active,owners[],0,Harrison Street,Active,Social Infrastructure Fund,2020,,,0.808,"Review whether to add this fund to prisma/seed-data/funds.ts, add an alias, or correct the ownershipVehicle.","The vehicle looks like a named fund but does not exactly match fundName. Nearest candidate is ""3i NA Infrastructure Fund"" (0.808).",https://www.harrisonst.com/wp-content/uploads/2020/05/Harrison-Street-Acquires-Fort-Detrick-Energy-Production-Facility-PR.pdf; https://harrisonst.com/harrison-street-acquires-partnership-for-military-family-housing-at-six-u-s-air-force-bases/; https://home.army.mil/detrick/about/Garrison/public-affairs/index.php/news/new-battery-energy-storage-system-now-operational-fort-detrick-energy-production-facility
review,named_vehicle_missing_from_funds,Gemini Solar + Storage,United States,Active,owners[],1,Quinbrook,Active,Quinbrook Valley of Fire Fund,2024,,,0.590,"Review whether to add this fund to prisma/seed-data/funds.ts, add an alias, or correct the ownershipVehicle.","The vehicle looks like a named fund but does not exactly match fundName. Nearest candidate is ""Quinbrook Net Zero Power Fund (NZPF)"" (0.590).",https://www.quinbrook.com/news-insights/quinbrook-and-primergy-solar-partner-with-apg-on-gemini-solar-storage-project/; https://www.quinbrook.com/news-insights/quinbrook-closes-600m-solarstorage-continuation-fund/; https://www.primergygemini.com; https://www.businesswire.com/news/home/20240718110673/en/Historic-Gemini-Solar-Energy-Storage-Project-Reaches-Commercial-Operations-in-Nevada
review,named_vehicle_missing_from_funds,Geronimo Power,United States,Active,owners[],0,Brookfield Asset Management,Active,Brookfield Global Transition Fund II,2025,,,0.851,"Review whether to add this fund to prisma/seed-data/funds.ts, add an alias, or correct the ownershipVehicle.","The vehicle looks like a named fund but does not exactly match fundName. Nearest candidate is ""Brookfield Global Transition Fund II (BGTF II)"" (0.851).",https://www.nationalgrid.com/media-centre/press-releases/sale-national-grid-renewables; https://www.nationalgrid.com/media-centre/press-releases/completion-of-sale-of-national-grid-renewables; https://geronimopower.com/; https://geronimopower.com/our-history/
review,named_vehicle_missing_from_funds,Granite Solar Portfolio,United States,Active,owners[],0,Amber Infrastructure,Active,US Solar Fund plc (USF),2020,,,0.381,"Review whether to add this fund to prisma/seed-data/funds.ts, add an alias, or correct the ownershipVehicle.","The vehicle looks like a named fund but does not exactly match fundName. Nearest candidate is ""AxInfra Fund I-IV"" (0.381).",https://www.ussolarfund.co.uk/portfolio/granite; https://www.ussolarfund.co.uk/sites/default/files/us_solar_fund_ar24_web_ready_pdf.pdf; https://www.amberinfrastructure.com/news-and-insights/press-releases/amber-appointed-us-solar-fund-plc-investment-manager/; https://www.ussolarfund.co.uk/sites/default/files/usf_interim_report_2025.pdf
review,named_vehicle_missing_from_funds,Green Meadow Sustainable Solutions,United States,Active,owners[],0,Bernhard Capital Partners,Active,BCP Infrastructure Fund I,2020,,,0.880,"Review whether to add this fund to prisma/seed-data/funds.ts, add an alias, or correct the ownershipVehicle.","The vehicle looks like a named fund but does not exactly match fundName. Nearest candidate is ""Ara Infrastructure Fund I"" (0.880).",https://www.bernhardcapital.com/portfolio-items/green-meadow-sustainable-solutions/; https://www.greenmeadowsolutions.com/about; https://www.bernhardcapital.com/wp-content/uploads/2025/11/BCP_ESGReport_24_102025.pdf
review,named_vehicle_missing_from_funds,GridPoint,United States,Active,owners[],0,I Squared Capital,Active,ISQ Global InfraTech Fund,2021,,,0.752,"Review whether to add this fund to prisma/seed-data/funds.ts, add an alias, or correct the ownershipVehicle.","The vehicle looks like a named fund but does not exactly match fundName. Nearest candidate is ""ISQ Global Infrastructure Fund IV"" (0.752).",https://isquaredcapital.com/who-we-are/; https://www.gridpoint.com/news/gridpoint-closes-75m-strategic-investment-from-goldman-sachs-asset-management-and-shell-ventures/; https://www.gridpoint.com/; https://www.gridpoint.com/news/gridpoint-secures-45-million-to-accelerate-commercial-building-electrification/
review,named_vehicle_missing_from_funds,GridStor,United States,Active,owners[],0,Goldman Sachs Asset Management,Active,West Street Infrastructure Partners IV,2022,,,0.763,"Review whether to add this fund to prisma/seed-data/funds.ts, add an alias, or correct the ownershipVehicle.","The vehicle looks like a named fund but does not exactly match fundName. Nearest candidate is ""Macquarie Infrastructure Partners IV"" (0.763).",https://gridstor.com/gridstor-featured-in-goldman-sachs-sustainability-report/; https://gridstor.com/gridstor-announces-acquisition-of-oklahoma-battery-energy-storage-project-from-black-mountain-energy-storage/; https://gridstor.com/; https://gridstor.com/about-us/
review,named_vehicle_missing_from_funds,Gulf Coast Express Pipeline (GCX),United States,Active,owners[],0,ArcLight Capital Partners,Active,AL GCX Holdings LLC (Fund VIII),2025,,,0.483,"Review whether to add this fund to prisma/seed-data/funds.ts, add an alias, or correct the ownershipVehicle.","The vehicle looks like a named fund but does not exactly match fundName. Nearest candidate is ""Antin Flagship Fund III"" (0.483).",https://www.prnewswire.com/news-releases/arclight-announces-865-million-acquisition-of-strategic-pipeline-interest-302365746.html; https://www.kindermorgan.com/Operations/Natural-Gas/Index; https://www.kindermorgan.com/Operations/Projects/GCX-Expansion-Project; https://investor.phillips66.com/financial-information/news-releases/news-release-details/2024/Phillips-66-announces-agreement-to-sell-interest-in-Gulf-Coast-Express/default.aspx
review,named_vehicle_missing_from_funds,Heelstone Solar Portfolio,United States,Active,owners[],0,Amber Infrastructure,Active,US Solar Fund plc (USF),2020,,,0.381,"Review whether to add this fund to prisma/seed-data/funds.ts, add an alias, or correct the ownershipVehicle.","The vehicle looks like a named fund but does not exactly match fundName. Nearest candidate is ""AxInfra Fund I-IV"" (0.381).",https://www.ussolarfund.co.uk/portfolio/acquisition-four; https://www.ussolarfund.co.uk/; https://www.ussolarfund.co.uk/sites/default/files/usf_interim_report_2025.pdf; https://www.ussolarfund.co.uk/sites/default/files/us_solar_fund_ar24_web_ready_pdf.pdf
review,named_vehicle_missing_from_funds,Helax Istmo,Mexico,Active,owners[],0,Copenhagen Infrastructure Partners,Active,CI Growth Markets Fund II / CI Energy Transition Fund I,2023,,,0.415,"Review whether to add this fund to prisma/seed-data/funds.ts, add an alias, or correct the ownershipVehicle.","The vehicle looks like a named fund but does not exactly match fundName. Nearest candidate is ""KKR Global Climate Transition Fund"" (0.415).",https://www.globenewswire.com/news-release/2023/12/22/2800776/0/en/Copenhagen-Infrastructure-Partners-signs-MoU-with-Mexican-authorities-for-Helax-Istmo-a-green-hydrogen-project.html; https://fuelcellsworks.com/2024/12/06/green-hydrogen/mexico-major-green-hydrogen-and-ammonia-plant-to-begin-operations-in-isthmus-of-tehuantepec-by-2028; https://www.business-humanrights.org/en/latest-news/response-of-copenhagen-infrastructure-partners/; https://www.linkedin.com/posts/copenhagen-infrastructure-partners-k-s_we-ended-2023-on-a-high-shortly-before-activity-7148198819447431168-gHZm
review,named_vehicle_missing_from_funds,HomeServe North America,United States / Canada,Active,owners[],0,Brookfield Asset Management,Active,Brookfield Infrastructure Income Fund,2023,,,0.664,"Review whether to add this fund to prisma/seed-data/funds.ts, add an alias, or correct the ownershipVehicle.","The vehicle looks like a named fund but does not exactly match fundName. Nearest candidate is ""Brookfield Americas Infrastructure Fund"" (0.664).",https://www.homeservegroup.com/media/hakp200s/18-05-2022-equity-commitment-letter-bif-iv.pdf; https://www.homeservegroup.com/media/aushw3ru/scheme-of-arrangement-becomes-effective-4-jan-23.pdf; https://www.homeserve.com/en-us/about-us/; https://www.homeserve.com/en-us/media/homeserve-celebrates-20-years-of-service-in-north-america/?gm-vt=1
review,named_vehicle_missing_from_funds,Illinois Institute of Technology Central Power System,United States,Active,owners[],0,Harrison Street,Active,Social Infrastructure Fund,2021,,,0.808,"Review whether to add this fund to prisma/seed-data/funds.ts, add an alias, or correct the ownershipVehicle.","The vehicle looks like a named fund but does not exactly match fundName. Nearest candidate is ""3i NA Infrastructure Fund"" (0.808).",https://www.harrisonst.com/wp-content/uploads/2021/07/IIT-Press-Release-7-21-2021.pdf; https://www.iit.edu/; https://www.ever-greenenergy.com/our-work/illinois-tech/
review,named_vehicle_missing_from_funds,ImOn Communications,United States,Active,owners[],0,Goldman Sachs Asset Management,Active,West Street Infrastructure Partners IV,2022,,,0.763,"Review whether to add this fund to prisma/seed-data/funds.ts, add an alias, or correct the ownershipVehicle.","The vehicle looks like a named fund but does not exactly match fundName. Nearest candidate is ""Macquarie Infrastructure Partners IV"" (0.763).",https://www.imon.net/imon-difference/news-events/imon-be-acquired-goldman-sachs-asset-management; https://www.dubuquechamber.com/press-room/press-releases/goldman-sachs-acquisition-of-imon-communications-closes; https://www.imon.net/imon-difference/news-events/goldman-sachs-acquisition-imon-communications-closes; https://www.imon.net/
review,named_vehicle_missing_from_funds,Infinigen Renewables,United States,Active,owners[],0,ArcLight Capital Partners,Active,ArcLight Energy Partners Fund VII,2021,,,0.746,"Review whether to add this fund to prisma/seed-data/funds.ts, add an alias, or correct the ownershipVehicle.","The vehicle looks like a named fund but does not exactly match fundName. Nearest candidate is ""ArcLight Infrastructure Partners Fund VIII"" (0.746).",https://www.prnewswire.com/news-releases/arclight-launches-infinigen-renewables-platform-301447102.html; https://infinigenrenewables.com/about-us/; https://www.sonnedix.com/pl/news/sonnedix-agrees-to-sell-its-puerto-rico-solar-operations-to-infinigen-arclight
review,named_vehicle_missing_from_funds,Inspiration Mobility Group,United States,Active,owners[],0,ArcLight Capital Partners,Active,ArcLight Energy Partners Fund VII,2021,,,0.746,"Review whether to add this fund to prisma/seed-data/funds.ts, add an alias, or correct the ownershipVehicle.","The vehicle looks like a named fund but does not exactly match fundName. Nearest candidate is ""ArcLight Infrastructure Partners Fund VIII"" (0.746).",https://inspirationmobility.com/news/inspiration-launches-as-first-purpose-built-ev-solutions-company-announces-200m-commitment-and-fleet-partnership-with-revel; https://inspirationmobility.com/about; https://inspirationmobility.com/news/inspiration-announces-215-million-in-new-capital-from-macquarie-asset-management-and-ferrovial-s-a
review,named_vehicle_missing_from_funds,Intel Arizona Joint Venture,United States,Active,owners[],0,Brookfield Asset Management,Active,Brookfield Infrastructure Fund V,2022,,,0.769,"Review whether to add this fund to prisma/seed-data/funds.ts, add an alias, or correct the ownershipVehicle.","The vehicle looks like a named fund but does not exactly match fundName. Nearest candidate is ""Brookfield Americas Infrastructure Fund"" (0.769).",https://bip.brookfield.com/press-releases/bip/brookfield-infrastructure-signs-definitive-agreement-intel; https://www.sec.gov/Archives/edgar/data/50863/000119312522226986/d388434dex101.htm; https://www.sec.gov/Archives/edgar/data/50863/000005086323000006/intc-20221231.htm; https://www.intc.com/news-events/press-releases/detail/1568/intel-advances-smart-capital-introduces-first-of-its-kind
review,named_vehicle_missing_from_funds,"Iowa Interstate Railroad, Ltd.",United States,Active,owners[],0,iCON Infrastructure,Active,iCON Infrastructure Partners V,2020,,,0.771,"Review whether to add this fund to prisma/seed-data/funds.ts, add an alias, or correct the ownershipVehicle.","The vehicle looks like a named fund but does not exactly match fundName. Nearest candidate is ""Macquarie Infrastructure Partners V"" (0.771).",https://iaisrr.com/rdc-forms-partnership-with-icon-infrastructure/; https://www.progressiverailroading.com/short_lines_regionals/news/iCON-acquires-interest-in-Iowa-Interstate-Railroad--62354; https://iaisrr.com/; https://iaisrr.com/new-documentary-celebrates-40-years-of-the-iowa-interstate-railroad/
review,named_vehicle_missing_from_funds,Jack D. Weiler Hospital Lease P3,United States,Active,owners[],0,Harrison Street,Active,Social Infrastructure Fund,2021,,,0.808,"Review whether to add this fund to prisma/seed-data/funds.ts, add an alias, or correct the ownershipVehicle.","The vehicle looks like a named fund but does not exactly match fundName. Nearest candidate is ""3i NA Infrastructure Fund"" (0.808).",https://harrisonst.com/harrison-street-monetizes-lease-for-bronx-hospital/; https://montefioreeinstein.org/; https://www.yu.edu/
